AirlineID,Name,Alias,IATA,ICAO,Country
556,Australian Wetleasing,\N,,AWL,Australia
557,Air Niamey,\N,,AWN,Niger
558,Awood Air Ltd.,\N,,AWO,Canada
559,Arctic Wings And Rotors Ltd.,\N,,AWR,Canada
560,Auo Airclub AIST-M,\N,,ISM,Russia
561,Arab Wings,\N,,AWS,Jordan
562,Air West,\N,,AWT,Canada
563,Aeroline GmbH,\N,7E,AWU,Germany
564,Airwave Transport,\N,,AWV,AIRWAVE
565,Air Wales,\N,6G,AWW,United Kingdom
566,Aeroway,\N,,AWY,AEROWEE
567,Air Caraïbes,\N,TX,FWI,France
568,AirWest,\N,,AWZ,Sudan
569,Air India Express,\N,IX,AXB,India
570,Air Express,\N,,AXD,Sudan
571,Asian Express Airlines,\N,HJ,AXF,Australia
572,Aeromexhaga,\N,,AXH,Mexico
573,Aeron International Airlines,\N,,AXI,AIR FREIGHTER
574,African Express Airways,\N,,AXK,Kenya
575,Air Exel,\N,XT,AXL,Netherlands
576,AirAsia,Air Asia,AK,AXM,Malaysia
577,Alexandair,\N,,AXN,Greece
578,Aeromax,\N,,AXP,Spain
579,Action Airlines (Action Air Charter),\N,,AXQ,United States
580,Alberni Airways,\N,,BNI,Canada
581,Aerolineas Bonanza,\N,,BNZ,Mexico
582,Aerobona,\N,,BOC,Mexico
583,Aboitiz Air,\N,,BOI,Philippines
584,Axel Rent,\N,,AXR,RENTAXEL
585,Altus Airlines,\N,,AXS,United States
586,Aviaxess,\N,,AXV,France
587,Avioimpex A.D.p.o.,\N,,AXX,Macedonia
588,Axis Airways,\N,6V,AXY,France
589,Aladia Airlines,\N,,AYD,Mexico
590,Aykavia Aircompany,\N,,AYK,Armenia
591,Airman,\N,,AYM,AIRMAN
592,Atlantic Airlines,\N,,AYN,ATLANTIC NICARAGUA
593,Awsaj Aviation Services,\N,,AYS,Libya
594,Ayeet Aviation & Tourism,\N,,AYT,Israel
595,Atlant-Soyuz Airlines,\N,3G,AYZ,Russia
596,Alitalia,\N,AZ,AZA,Italy
597,Azamat,\N,,AZB,Kazakhstan
598,Arcus-Air Logistic,\N,ZE,AZE,Germany
599,Air Zermatt AG,\N,,AZF,Switzerland
600,Azalhelikopter,\N,,AZK,Azerbaijan
601,Africa One,\N,,AZL,Zambia
602,Aerocozumel,\N,,AZM,Mexico
603,Amaszonas,\N,Z8,AZN,Bolivia
604,Arizona Pacific Airways,\N,,AZP,United States
605,Aviacon Zitotrans Air Company,\N,,AZS,Russia
606,Azimut,\N,,AZT,AZIMUT
607,Azov Avia Airlines,\N,,AZV,Ukraine
608,Air Zimbabwe,\N,UM,AZW,Zimbabwe
609,Aero Jomacha,\N,,MHC,Mexico
610,Air Memphis,\N,,MHS,Egypt
611,Air Memphis,\N,,MHU,Uganda
612,Air Marrakech Service,\N,,MKH,Morocco
613,Air Max Africa,\N,,AZX,Gabon
614,Arizona Airways,\N,,AZY,ARIZAIR
615,Azza Transport,\N,,AZZ,Sudan
616,Air Continental Inc,\N,,NAR,United States
617,Antanik-Air,\N,,NAU,Ukraine
618,Air Newark,\N,,NER,United States
619,Aircraft Support and Services,\N,,NFF,Lebanon
620,Aerobanana,\N,,OBA,Mexico
621,Amako Airlines,\N,,OBK,Nigeria
622,Aserca Airlines,\N,R7,OCA,Venezuela
623,Afrique CArgo Service Senegal,\N,,NFS,Senegal
624,Angoservice,\N,,NGC,Angola
625,Angel Airlines,\N,,NGE,Thailand
626,Angel Flight America,\N,,NGF,United States
627,Air Atonabee,\N,,OUL,Canada
628,Aero Nova,\N,,OVA,Spain
629,Amira Air,\N,,XPE,Austria
630,Aero Express Intercontinental,\N,,XSS,Mexico
631,Advance Aviation Services,\N,,XTJ,United States
632,Air Libya Tibesti,\N,,TLR,Libya
633,Aerovic,\N,,OVC,Ecuador
634,Airventure,\N,,RVE,Belgium
635,Aero Servicios,\N,,RVI,Mexico
636,Airvallee,\N,,RVL,Italy
637,Aeromover,\N,,OVE,Mexico
638,Aerovias Ejecutivas,\N,,OVI,Mexico
639,Aero Servicio Pity,\N,,PTD,Mexico
640,Aero Copter,\N,,PTE,Mexico
641,Rossiya-Russian Airlines,Pulkovo Aviation Enterprise,FV,SDM,Russia
642,Air Pal,\N,,PLL,Spain
643,Air Pullmantur,\N,,PLM,Spain
644,Aviaexpress,\N,RX,AEH,Hungary
645,Aviones Para Servirle,\N,,PSG,Mexico
646,Avio Sluzba,\N,,SLU,Serbia
647,Air Scorpio,\N,,SCU,Bulgaria
648,Air Spirit,\N,,SIP,United States
649,Alatau Airlines,\N,,BMV,Kazakhstan
650,Aviateca,\N,,GUG,Guatemala
651,Aroostook Aviation,\N,,PXX,United States
652,Aeropycsa,\N,,PYC,Mexico
653,Association of Private Pilots of Kazakhstan,\N,,PVK,Kazakhstan
654,The Amiri Flight,\N,,BAH,Bahrain
655,Aero Services,\N,,BAS,Barbados
656,Ababeel Aviation,\N,,BBE,Sudan
657,Air Bashkortostan,\N,,BBT,Russia
658,Ambulance Air Africa,\N,,MCY,South Africa
659,American Eagle Airlines,\N,MQ,EGF,United States
660,Aeropuelche,\N,,PUE,Chile
661,Aeroput,\N,,PUT,Serbia
662,Azzurra Air,\N,,AZI,Italy
663,Airshop,\N,FF,,Netherlands
664,African Transport Trading and Investment Company,\N,ML,,Sudan
665,AD Aviation,\N,,VUE,United Kingdom
666,Aero Costa Taxi Aereo,\N,,XCT,Mexico
667,Aerovitro,\N,,VRO,Mexico
668,Aerotaxi Villa Rica,\N,,VRI,Mexico
669,Aerovega,\N,,VEG,Mexico
670,Aerovilla,\N,,VVG,Colombia
671,Aerolineas Villaverde,\N,,VLR,Mexico
672,Aero Air,\N,,WIL,United States
673,Aero Ejecutivos,\N,,VEJ,Venezuela
674,Aero Industries Inc,\N,,WAB,United States
675,Aero Servicios Vanguardia,\N,,VNG,Mexico
676,Aero Taxi Los Valles,\N,,VAD,Spain
677,Aero Vilamoura,\N,,VMR,Portugal
678,Aero Virel,\N,,VLS,Mexico
679,Aeronautical Radio Inc,\N,,XAA,United States
680,Aerovuelox,\N,,VUO,Mexico
681,Aeronaves TSM,\N,,VTM,Mexico
682,Air Ivoire,\N,VU,VUN,Ivory Coast
683,Air Botswana,\N,BP,BOT,Botswana
684,Air-Rep,\N,,XPR,United States
685,Air Excel,\N,,XLL,Tanzania
686,Air Evans,\N,,VAE,Spain
687,Air Sorel,\N,,WHY,Canada
688,Air Net Private Charter,\N,,WDR,United States
689,Air Executive Charter,\N,,XEC,Germany
690,Air Foyle,\N,GS,UPA,United Kingdom
691,Air Midwest,\N,,VTY,Nigeria
692,Air Tahiti,\N,VT,VTA,French Polynesia
693,Air Urga,\N,3N,URG,Ukraine
694,Air Vardar,\N,,VDR,Macedonia
695,Air VIA,\N,VL,VIM,Bulgaria
696,Air Walser,\N,,WLR,Italy
697,Aircompany Rosavia,\N,,URA,Ukraine
698,Aircraft Performance Group,\N,,XLB,United States
699,Airwaves Airlink,\N,,WLA,Zambia
700,Airways Corporation of New Zealand,\N,,XFX,New Zealand
701,Airways,\N,,WAY,France
702,Airwings oy,\N,,WGS,Finland
703,Airkenya,\N,,XAK,Kenya
704,Air-Lift Associates,\N,,WPK,United States
705,Airtrans Ltd,\N,,VAB,Russia
706,ARP 410 Airlines,\N,,URP,Ukraine
707,Auckland Regional Rescue Helicopter Trust,\N,,WPR,New Zealand
708,Aurora Airlines,\N,,URR,Slovenia
709,Austro Aereo,\N,,UST,Ecuador
710,Aviation Partners,\N,,WLT,United States
711,Avialift Vladivostok,\N,,VLV,Russia
712,Aviacion Comercial de America,\N,,VME,Mexico
713,Aviast Air,\N,,VVA,Russia
714,Aviation North,\N,,WLV,United States
715,Africa West,\N,FK,WTA,Togo
716,Avient Air Zambia,\N,,VNT,Zambia
717,Aviazur,\N,,VZR,France
718,Aviaprad,\N,,VID,Russia
719,Avirex,\N,G2,VXG,Gabon
720,Aviaexpress Aircompany,\N,,VXX,Ukraine
721,AMR Services Corporation,\N,,XAM,United States
722,Airline Operations Services,\N,,XAO,United States
723,Airlines 400,\N,,VAZ,Russia
724,ATRAN Cargo Airlines,\N,V8,VAS,Russian Federation
725,Ameravia,\N,,VAM,Uruguay
726,Angkor Air,\N,,VAV,Cambodia
727,AVB-2004 Ltd,\N,,VBC,Bulgaria
728,ASECNA,\N,,XKX,France
729,AT and T Aviation Division,\N,,XAT,United States
730,Avalair,\N,,VAI,Serbia
731,Averitt Air Charter,\N,,VRT,United States
732,Avensa,\N,VE,AVE,Venezuela
733,Avolar Aerolineas,\N,V5,VLI,Mexico
734,Avstar Aviation,\N,,VSA,South Africa
735,AVESCA,\N,,VSC,Colombia
736,Aviaprom Enterprises,\N,,XAV,Russia
737,Avia Trans Air Transport,\N,,VTT,Sudan
738,Aviostart AS,\N,,VSR,Bulgaria
739,Aviacao Transportes Aereos e Cargas,\N,,VTG,Angola
740,Assistance Aeroportuaire de L'Aeroport de Paris,\N,,XJA,France
741,American Flight Service Systems,\N,,XFS,United States
742,AASANA,\N,,XXV,Bolivia
743,Australian air Express,\N,,XME,Australia
744,AMS Group,\N,,XMG,Russia
745,Air Caraibes Atlantique,\N,,CAJ,France
746,Air China Cargo,\N,,CAO,China
747,Aerovias Caribe,\N,,CBE,Mexico
748,Aerotaxi del Cabo,\N,,CBO,Mexico
749,Air Columbus,\N,,CBS,Ukraine
750,Aero Cabo,\N,,CBV,Mexico
751,Air China,\N,CA,CCA,China
752,Aerocardal,\N,,CDA,Chile
753,Aero Condor Peru,\N,Q6,CDP,Peru
754,Aerotrans,\N,,CDU,Russia
755,Airline Skol,\N,,CDV,Russia
756,Aerofan,\N,,CFF,Spain
757,ACEF,\N,,CFM,Portugal
758,Africa One,\N,,CFR,Democratic Republic of the Congo
759,Aero Calafia,\N,,CFV,Mexico
760,Air Cargo Belize,\N,,CGB,Belize
761,Aero Clube Do Algarve,\N,,CGV,Portugal
762,Air Great Wall,\N,,CGW,China
763,Aircompany Chaika,\N,,CHJ,Ukraine
764,Air Charter Services,\N,,CHR,Democratic Republic of the Congo
765,Air Charter Professionals,\N,,CHV,United States
766,Asia Continental Airlines,\N,,CID,Kazakhstan
767,Arctic Circle Air Service,\N,5F,CIR,United States
768,Aviation Charter Services,\N,,CKL,United States
769,Aerovias Castillo,\N,,CLL,Mexico
770,Aero Club De Portugal,\N,,CLP,Portugal
771,Air Care Alliance,\N,,CMF,United States
772,Aero Continente Dominicana,\N,,CND,Dominican Republic
773,Air Toronto,\N,,CNE,Canada
774,Aquila Air,\N,,CNH,United States
775,Air Consul,\N,,CNU,Spain
776,Allcanada Express,\N,,CNX,Canada
777,ATS Private Company,\N,,CPF,Ukraine
778,Air Corridor,\N,QC,CRD,Mozambique
779,Air Central,\N,NV,CRF,Japan
780,Air Cruzal,\N,,CRJ,Angola
781,Aerotransportes Corporativos,\N,,CRP,Mexico
782,Air Creebec,\N,,CRQ,Canada
783,Aero Charter and Transport,\N,,CTA,United States
784,Air Tenglong,\N,,CTE,China
785,Aerlineas Centauro,\N,,CTR,Mexico
786,Aerocuahonte,\N,,CUO,Mexico
787,Air Chathams,\N,CV,CVA,New Zealand
788,Air Marshall Islands,\N,CW,CWM,Marshall Islands
789,Australian Customs Service,\N,,CWP,Australia
790,Air One Cityliner,\N,,CYL,Italy
791,Air Transport,\N,,CYO,United States
792,Access Air,\N,ZA,CYD,United States
793,Aerocheyenne,\N,,CYE,Mexico
794,Air Algerie,\N,AH,DAH,Algeria
795,Aerovias DAP,\N,,DAP,Chile
796,Air Alpha,\N,,DBA,United States
797,Air Niagara Express,\N,,DBD,Canada
798,Aviation Defense Service,\N,,DEF,France
799,Air Service Groningen,\N,,DEG,Netherlands
800,Adam Air,\N,KI,DHI,Indonesia
801,Astar Air Cargo,\N,ER,DHL,United States
802,Archer Aviation,\N,,DHM,United Kingdom
803,Aeromedica,\N,,DIC,Mexico
804,Aerodin,\N,,DIN,Mexico
805,Antinea Airlines,\N,HO,DJA,Algeria
806,Air Djibouti,\N,,DJU,Djibouti
807,Air Dolomiti,\N,EN,DLA,Italy
808,Aero Modelo,\N,,DLS,Mexico
809,Aerolineas Del Sur,\N,,DLU,Chile
810,Aerodinamica de Monterrey,\N,,DMC,Mexico
811,Aeroservicios Dinamicos,\N,,DMI,Mexico
812,Aerotaxis Dosmil,\N,,DML,Mexico
813,Aerodespachos De El Salvador,\N,,DNA,El Salvador
814,Aeroynamics Malaga,\N,,DNC,Spain
815,Aerodynamics Incorporated,\N,,DNJ,United States
816,Aeroflot-Don,\N,D9,DNV,Russia
817,Air Madrid,\N,NM,DRD,Spain
818,Airways Flight Training,\N,,DRM,United Kingdom
819,Aeronaves Del Noreste,\N,,DRO,Mexico
820,Addis Air Cargo Services,\N,,DSC,Ethiopia
821,Aero Algarve,\N,,DSK,Portugal
822,Aex Air,\N,,DST,United States
823,Aero Davinci International,\N,,DVI,Mexico
824,Aero Dynamics,\N,,DYN,United States
825,Aeroservicios Ecuatorianos,\N,,EAE,Ecuador
826,Aero-Pyrenees,\N,,EAP,France
827,Air Transport,\N,,EAT,Slovakia
828,Aero Airlines,\N,EE,EAY,Estonia
829,Aero Ejecutivo De Baja California,\N,,EBC,Mexico
830,Air City,\N,4F,ECE,Germany
831,Aero Ejecutivos RCG,\N,,ECG,Mexico
832,Aeronautica Castellana,\N,,ECL,Spain
833,Aerolineas Comerciales,\N,,ECM,Mexico
834,Aerolineas Nacionales Del Ecuador,\N,,EDA,Ecuador
835,Air Este,\N,,EET,Spain
836,Air Mana,\N,,EFC,France
837,Aer Lingus,\N,EI,EIN,Ireland
838,Aeroservicios Ejecutivos Corporativos,\N,,EJP,Mexico
839,Alpi Eagles,\N,E8,ELG,Italy
840,Arrendoora y Transportadora Aerea,\N,,END,Mexico
841,Eliossola,\N,,EOS,Italy
842,Shenzhen Donghai Airlines,\N,,EPA,China
843,Aeronaves Del Noroeste,\N,,ENW,Spain
844,Airailes,\N,,EOL,France
845,Aero Ermes,\N,,EOM,Mexico
846,Aero Transportes Empresariales,\N,,EPL,Mexico
847,Epps Air Service,\N,,EPS,United States
848,Aero Empresarial,\N,,EPE,Mexico
849,Air S,\N,KY,EQL,Air S
850,Avianergo,\N,,ERG,Russia
851,Aero Servicios Regiomontanos,\N,,ERI,Mexico
852,Aerosec,\N,,ERK,Chile
853,Aeromaan,\N,,ERM,Mexico
854,Aerosaba,\N,,ESB,Mexico
855,Avitat,\N,,ESO,United Kingdom
856,Aerolineas Ejecutivas Del Sureste,\N,,ESU,Mexico
857,Aeronautica Le Esperanza,\N,,ESZ,Mexico
858,ATTICO,\N,,ETC,Sudan
859,Aero Siete,\N,,ETE,Mexico
860,Air Atlanta Europe,\N,,EUK,United Kingdom
861,Air Evex,\N,,EVE,Germany
862,Aeronautical Academy of Europe,\N,,EVR,Portugal
863,Air Exchange,\N,,EXG,United States
864,Atlantic Helicopters,\N,,FAC,Denmark
865,Argentine Air Force,\N,,FAG,Argentina
866,Air Fiji,\N,PC,FAJ,Fiji
867,AF-Air International,\N,,FAN,Angola
868,Aviation Data Systems,\N,,FBW,United States
869,Air Carriers,\N,,FCI,United States
870,Aerofrisco,\N,,FCO,Mexico
871,Alfa 4,\N,,FCU,Mexico
872,African Airlines,\N,,FDA,Mali
873,African Medical and Research Foundation,\N,,FDS,Kenya
874,Aero Freight,\N,,FGT,Mexico
875,Aerosafin,\N,,FIC,Mexico
876,Air Finland,\N,OF,FIF,Finland
877,Aerodata Flight Inspection,\N,,FII,Germany
878,Airfix Aviation,\N,,FIX,Finland
879,Air Pacific,\N,FJ,FJI,Fiji
880,Air Falcon,\N,,FLD,Pakistan
881,Atlantic Airways,\N,RC,FLI,Faroe Islands
882,Air Florida,\N,QH,FLZ,United States
883,Air Fret De Mauritanie,\N,,FMT,Mauritania
884,Avio Nord,\N,,FNM,Italy
885,Aeroflota Del Noroeste,\N,,FNO,Spain
886,Aero Fenix,\N,,FNX,France
887,Ford Motor Company,\N,,FRD,United States
888,African Company Airlines,\N,,FPY,Democratic Republic of the Congo
889,Afrijet Airlines,\N,,FRJ,Nigeria
890,Afrika Aviation Handlers,\N,,FRK,Kenya
891,Afrique Chart'air,\N,,FRQ,Cameroon
892,Aerofreight Airlines,\N,,FRT,Russia
893,Aereos Limited,\N,,FST,United Kingdom
894,Air Affaires Tchad,\N,,FTC,Chad
895,ABC Bedarsflug,\N,,FTY,Austria
896,Air Iceland,\N,NY,FXI,Iceland
897,Air Philippines,\N,2P,GAP,Philippines
898,Aerogaucho,\N,,GAU,Uruguay
899,Aero Business Charter,\N,,GBJ,Germany
900,Atlantic Airlines,\N,,GBN,Gabon
901,Aeronor,\N,,GCF,Spain
902,Aerogem Cargo,\N,,GCK,Ghana
903,Aerovias del Golfo,\N,,GFO,Mexico
904,Aeronautica,\N,,GGL,Angola
905,Air Georgian,\N,ZX,GGN,Canada
906,Aviance,\N,,GHL,United Kingdom
907,Air Ghana,\N,,GHN,Ghana
908,African International Transport,\N,,GIL,Guinea
909,Air Guinee Express,\N,2U,GIP,Guinea
910,Africa Airlines,\N,,GIZ,Guinea
911,Air Gemini,\N,,GLL,Angola
912,Aero Charter,\N,,GLT,United States
913,Aguilas Mayas Internacional,\N,,GME,Guatemala
914,Aerotaxis Guamuchil,\N,,GMM,Mexico
915,Aeroservicios Gama,\N,,GMS,Mexico
916,Amber Air,\N,0A,GNT,Lithuania
917,Alberta Government,\N,,GOA,Canada
918,Air Scotland,\N,,GRE,Greece
919,Air Georgia,\N,DA,GRG,Georgia
920,Air Cargo Center,\N,,GRI,Sao Tome and Principe
921,Air Greenland,\N,GL,GRL,Denmark
922,Allegro,\N,LL,GRO,Mexico
923,Agroar - Trabalhos Aereos,\N,,GRR,Portugal
924,Aircompany Grodno,\N,,GRX,Belarus
925,Airlift Alaska,\N,,GSP,United States
926,Agrocentr-Avia,\N,,GSV,Kazakhstan
927,Altin Havayolu Tasimaciligi Turizm Ve Ticaret,\N,,GTC,Turkey
928,Atlas Air,\N,5Y,GTI,United States
929,Aerotaxi Grupo Tampico,\N,,GTP,Mexico
930,Aerotaxis de Aguascalientes,\N,,GUA,Mexico
931,Air Guyane,\N,GG,GUY,French Guiana
932,Air Victoria Georgia,\N,,GVI,Georgia
933,Air D'Ayiti,\N,H9,HAD,Haiti
934,Air Comores International,\N,GG,HAH,Comoros
935,Air Taxi,\N,,HAT,France
936,Aerohein,\N,,HEI,Chile
937,Atlantic Air Lift,\N,,HGH,France
938,Atlantic Airlines de Honduras,\N,,HHA,Honduras
939,Aviacion Ejecutiva De Hildago,\N,,HID,Mexico
940,Air Haiti,\N,,HJA,Haiti
941,Al Rais Cargo,\N,,HJT,United Arab Emirates
942,Air-Invest,\N,,HKH,Hungary
943,Air Tahoma,\N,,HMA,United States
944,Air Nova,\N,,HMT,Canada
945,Aero Homex,\N,,HOM,Mexico
946,Almiron Aviation,\N,,HPO,Uganda
947,Avinor,\N,,HQO,Norway
948,Airlink Airways,\N,,HYR,Ireland
949,Air Horizon,\N,8C,HZT,Togo
950,AC Insat-Aero,\N,,IAE,Russia
951,Air Inter Cameroun,\N,,ICM,Cameroon
952,Air Lift,\N,,IFI,Greece
953,Aero Survey,\N,,IKM,Ghana
954,Aero Airline,\N,,ILK,Kazakhstan
955,Airtime Charters,\N,,IME,United Kingdom
956,Aerotaxis Cimarron,\N,,IMN,Mexico
957,Aero International,\N,,INA,Mexico
958,Aeroingenieria,\N,,ING,Chile
959,Aeroservicios Intergrados de Norte,\N,,INO,Mexico
960,Airpull Aviation,\N,,IPL,Spain
961,Arvand Airlines,\N,,IRD,Iran
962,Atlas Aviation Group,\N,,IRH,Iran
963,Aram Airline,\N,,IRW,Iran
964,Aria Tour,\N,,IRX,Iran
965,Aerotaxi,\N,,ITE,Czech Republic
966,Avita-Servicos Aereos,\N,,ITF,Angola
967,Aero Citro,\N,,ITO,Mexico
968,Air Executive,\N,,IVE,Spain
969,Aviainvest,\N,,IWS,Russia
970,Air Bagan,\N,W9,JAB,Myanmar
971,Aerojal,\N,,JAD,Mexico
972,Airlink,\N,,JAR,Austria
973,Ambjek Air Services,\N,,JEE,Nigeria
974,Avfinity,\N,,UTX,United States
975,Alexandair,\N,,JMR,Canada
976,Air Jamaica Express,\N,,JMX,Jamaica
977,Air Swift Aviation,\N,,JOA,Australia
978,Aerojobeni,\N,,JOB,Mexico
979,Atyrau Air Ways,\N,IP,JOL,Kazakhstan
980,Aerosmith Aviation,\N,,JPR,United States
981,Arrendamiento de Aviones Jets,\N,,JTS,Mexico
982,Aero Juarez,\N,,JUA,Mexico
983,Air Canada Jazz,\N,QK,JZA,Canada
984,Asia Aero Survey and Consulting Engineers,\N,,KAA,Republic of Korea
985,Air Kirovograd,\N,,KAD,Ukraine
986,Air Mach,\N,,KAM,Italy
987,Air Kufra,\N,,KAV,Libya
988,Arkhabay,\N,,KEK,Kazakhstan
989,Aero Charter Krifka,\N,,KFK,Austria
990,Air Kraft Mir,\N,,KFT,Uzbekistan
991,Air Concorde,\N,,KGD,Bulgaria
992,Alexandria Airlines,\N,,KHH,Egypt
993,Afit,\N,,KIE,Germany
994,Air South,\N,,KKB,United States
995,Atlasjet,\N,KK,KKK,Turkey
996,Air Mali International,\N,,KLB,Mali
997,Aerokaluz,\N,,KLZ,Mexico
998,Air Koryo,\N,JS,KOR,Democratic People's Republic of Korea
999,Araiavia,\N,,KOY,Kazakhstan
1000,AeroSucre,\N,,KRE,Colombia
1001,Air Kokshetau,\N,,KRT,Kazakhstan
1002,Air Kissari,\N,,KSI,Angola
1003,Aeronavigaciya,\N,,KTN,Ukraine
1004,Alliance Avia,\N,,KVR,Kazakhstan
1005,Av Atlantic,\N,,KYC,United States
1006,Air Astana,\N,KC,KZR,Kazakhstan
1007,Aerovias De Lagos,\N,,LAG,Mexico
1008,Albanian Airlines,\N,LV,LBC,Albania
1009,Albisa,\N,,LBI,Mexico
1010,Albatros Airways,\N,,LBW,Albania
1011,Aerolineas Aereas Ejecutivas De Durango,\N,,LDG,Mexico
1012,Aerologic,\N,,LDL,Russia
1013,Al-Donas Airlines,\N,,LDN,Nigeria
1014,Aero Lider,\N,,LDR,Mexico
1015,Aleem,\N,,LEM,Egypt
1016,Aerolineas Ejecutivas,\N,,LET,Mexico
1017,Air Alfa,\N,,LFA,Turkey
1018,Aero Control Air,\N,,LFC,Canada
1019,Aerolaguna,\N,,LGN,Mexico
1020,Al Ahram Aviation,\N,,LHR,Egypt
1021,Alidaunia,\N,D4,LID,Italy
1022,Al-Dawood Air,\N,,LIE,Nigeria
1023,American Aviation,\N,,LKP,United States
1024,Airlink Solutions,\N,,LKS,Spain
1025,Air Solutions,\N,,LKY,United States
1026,Alliance Air,\N,CD,LLR,India
1027,Aerolima,\N,,LMA,Mexico
1028,Alamia Air,\N,,LML,Libya
1029,Air Plus Argentina,\N,,LMP,Argentina
1030,Almaty Aviation,\N,,LMT,Kazakhstan
1031,Aerolineas Mexicanas J S,\N,,LMX,Mexico
1032,Air Almaty,\N,,LMY,Kazakhstan
1033,Air Almaty ZK,\N,,LMZ,Kazakhstan
1034,Aerolane,\N,XL,LNE,Ecuador
1035,Airlink,\N,,LNK,South Africa
1036,Aerolineas Internacionales,\N,,LNT,Mexico
1037,Alok Air,\N,,LOK,Sudan
1038,Air Saint Louis,\N,,LOU,Senegal
1039,Alpine Aviation,\N,,LPC,South Africa
1040,Air Alps Aviation,\N,A6,LPV,Austria
1041,Alrosa-Avia,\N,,LRO,Russia
1042,Al Rida Airways,\N,,LRW,Mauritania
1043,Aurela,\N,,LSK,Lithuania
1044,Aerobusinessservice,\N,,LSM,Russia
1045,Alsair,\N,,LSR,France
1046,Aerotaxis Latinoamericanos,\N,,LTI,Mexico
1047,Alninati Aeronautics,\N,,LUC,Switzerland
1048,Atlantis European Airways,\N,TD,LUR,Armenia
1049,Aliven,\N,,LVN,Italy
1050,Aviavilsa,\N,,LVR,Lithuania
1051,Air Luxor GB,\N,L8,LXG,Guinea-Bissau
1052,Air Luxor,\N,LK,LXR,Portugal
1053,Apatas Air,\N,,LYT,Lithuania
1054,Air Ban,\N,,LZP,Bulgaria
1055,Air Lazur,\N,,LZR,Bulgaria
1056,Aerodromo De La Mancha,\N,,MAM,Spain
1057,Air Mauritius,\N,MK,MAU,Mauritius
1058,Avag Air,\N,,MBA,Austria
1059,Air Manas,\N,,MBB,Kyrgyzstan
1060,Airjet Exploracao Aerea De Carga,\N,,MBC,Angola
1061,Aeriantur-M,\N,,MBV,Moldova
1062,Air Mercia,\N,,MCB,United Kingdom
1063,Air Medical,\N,,MCD,United Kingdom
1064,Aerolineas Marcos,\N,,MCO,Mexico
1065,Atlantic Aero and Mid-Atlantic Freight,\N,,MDC,United States
1066,Air Madagascar,\N,MD,MDG,Madagascar
1067,Aerosud Charter,\N,,MDX,South Africa
1068,Air Meridan,\N,,MEF,Nigeria
1069,Aero McFly,\N,,MFL,Mexico
1070,Asia Pacific Airlines,\N,,MGE,United States
1071,Aeromagar,\N,,MGS,Mexico
1072,Aero Premier De Mexico,\N,,MIE,Mexico
1073,Air Moldova,\N,9U,MLD,Moldova
1074,Amal Airlines,\N,,MLF,Djibouti
1075,Air Mali,\N,,MLI,Mali
1076,Air Madeleine,\N,,MLN,Canada
1077,Aermarche,\N,,MMC,Italy
1078,Air Alsie,\N,,MMD,Denmark
1079,Aviation Company Meridian,\N,,MMM,Russia
1080,AMP Incorporated,\N,,MMP,United States
1081,Airmax,\N,,MMX,Peru
1082,Aerolineas Amanecer,\N,,MNE,Mexico
1083,Aero Mongolia,\N,M0,MNG,Mongolia
1084,Air Monarch Cargo,\N,,MOC,Mexico
1085,Aeropublicitaria De Angola,\N,,MOP,Angola
1086,Aerolineas De Morelia,\N,,MOR,Mexico
1087,Air Plus Comet,\N,A7,MPD,Spain
1088,Aeromexpress,\N,QO,MPX,Mexico
1089,Air ITM,\N,,MQT,France
1090,Aeromorelos,\N,,MRL,Mexico
1091,Aerocharter,\N,,MRM,Canada
1092,Abas,\N,,MRP,Czech Republic
1093,Air Mauritanie,\N,MR,MRT,Mauritania
1094,Air Cairo,\N,,MSC,Egypt
1095,Air Sport,\N,,MSK,Bulgaria
1096,Aeromas,\N,,MSM,Uruguay
1097,Aerol,\N,,MSO,Mexico
1098,Aero-Kamov,\N,,MSV,Russia
1099,Aerotaxis Metropolitanos,\N,,MTB,Mexico
1100,Aeromet Linea Aerea,\N,,MTE,Chile
1101,Air Metack,\N,,MTK,Angola
1102,Air Montegomery,\N,,MTY,United Kingdom
1103,Aerotaxi Mexicano,\N,,MXO,Mexico
1104,Aero Yaqui Mayo,\N,,MYS,Mexico
1105,AVC Airlines,\N,,MZK,Japan
1106,Aerovias Montes Azules,\N,,MZL,Mexico
1107,Aeroland Airways,\N,3S,,Greece
1109,Astair,\N,8D,,Russian Federation
1110,Albarka Air,\N,F4,NBK,Nigeria
1111,ACA-Ancargo Air Sociedade de Transporte de Carga Lda,\N,,NCL,Angola
1112,Aero Servicios de Nuevo Laredo,\N,,NEL,Mexico
1113,Angoavia,\N,,NGV,Angola
1114,Aeroni,\N,,NID,Mexico
1115,Aeroejecutiva Nieto,\N,,NIE,Mexico
1116,Aero Contractors,\N,AJ,NIG,Nigeria
1117,Aerokuzbass,\N,,NKZ,Russia
1118,Atlantic Airlines,\N,,NPT,United Kingdom
1119,Atlantic Richfield Company,\N,,NRS,United States
1120,Aerolineas Sosa,\N,,NSO,Honduras
1121,Aero Norte,\N,,NTD,Mexico
1122,Air Inter Ivoire,\N,,NTV,Ivory Coast
1123,Aeroservicios De Nuevo Leon,\N,,NUL,Mexico
1124,Avial NV Aviation Company,\N,,NVI,Russia
1125,Airwing,\N,,NWG,Norway
